rider_id,name,city,signup_date,rating
5850,Reyansh Sharma,Mumbai,2024-10-05,3.99
5851,Vivaan Patel,Kolkata,2024-09-03,4.24
5852,Aditya Patel,Pune,2024-04-14,4.52
5853,Aditya Khan,Hyderabad,2024-01-09,4.5
5854,Aditya Yadav,Pune,2024-01-03,4.7
5855,Arjun Patel,Mumbai,2024-02-15,3.7
5856,Krishna Khan,Bangalore,2024-09-30,3.71
5857,Vivaan Joshi,Delhi,2024-09-05,4.95
5858,Ishaan Verma,Hyderabad,2024-08-31,4.07
5859,Vihaan Joshi,Mumbai,2024-08-07,3.86
5860,Aarav Gupta,Bangalore,2024-02-10,4.42
5861,Reyansh Patel,Kolkata,2024-02-26,4.37
5862,Aditya Singh,Chennai,2024-05-26,3.73
5863,Arjun Sharma,Mumbai,2024-06-27,4.56
5864,Sai Singh,Bangalore,2024-02-12,3.58
5865,Reyansh Reddy,Hyderabad,2024-11-01,3.6
5866,Arjun Verma,Bangalore,2024-10-07,3.75
5867,Aditya Gupta,Chennai,2024-06-14,3.97
5868,Aarav Reddy,Chennai,2024-02-08,4.04
5869,Vivaan Gupta,Pune,2024-09-06,4.31
5870,Kabir Khan,Pune,2024-12-26,4.29
5871,Reyansh Nair,Pune,2024-07-02,3.92
5872,Kabir Singh,Mumbai,2024-10-18,3.55
5873,Kabir Verma,Hyderabad,2024-02-24,4.18
5874,Reyansh Singh,Bangalore,2024-12-05,4.05
5875,Arjun Reddy,Kolkata,2024-09-15,4.99
5876,Vivaan Gupta,Delhi,2024-08-17,4.08
5877,Sai Nair,Bangalore,2024-03-09,3.54
5878,Aarav Gupta,Mumbai,2024-07-14,4.5
5879,Arjun Khan,Mumbai,2024-02-12,4.76
5880,Reyansh Yadav,Chennai,2024-01-03,4.93
5881,Aditya Khan,Mumbai,2024-08-03,4.68
5882,Krishna Patel,Mumbai,2024-09-19,3.51
5883,Reyansh Nair,Pune,2024-11-22,4.4
5884,Arjun Patel,Hyderabad,2024-12-10,3.7
5885,Aarav Gupta,Hyderabad,2024-03-13,3.75
5886,Vivaan Patel,Bangalore,2024-09-13,4.81
5887,Aditya Reddy,Delhi,2024-12-03,3.71
5888,Aditya Reddy,Pune,2024-03-16,3.73
5889,Ishaan Khan,Hyderabad,2024-01-07,3.99
5890,Ishaan Singh,Bangalore,2024-03-20,5.0
5891,Kabir Khan,Mumbai,2024-10-29,3.5
5892,Aarav Yadav,Bangalore,2024-02-17,4.18
5893,Vihaan Verma,Kolkata,2024-02-29,3.65
5894,Vihaan Verma,Chennai,2024-02-29,3.54
5895,Vihaan Verma,Kolkata,2024-06-09,4.92
5896,Aditya Yadav,Pune,2024-03-15,3.7
5897,Reyansh Khan,Mumbai,2024-01-04,4.46
5898,Sai Gupta,Pune,2024-12-06,4.97
5899,Krishna Yadav,Delhi,2024-11-02,3.54
5900,Aarav Patel,Mumbai,2024-10-03,4.84
5901,Kabir Khan,Kolkata,2024-02-22,4.57
5902,Vihaan Khan,Mumbai,2024-06-17,4.42
5903,Ishaan Patel,Chennai,2024-03-05,3.89
5904,Ishaan Nair,Kolkata,2024-08-28,4.18
5905,Aditya Yadav,Mumbai,2024-11-17,3.76
5906,Ishaan Yadav,Pune,2024-11-24,3.83
5907,Vihaan Verma,Hyderabad,2024-07-16,4.97
5908,Aarav Singh,Hyderabad,2024-10-13,4.34
5909,Aditya Patel,Delhi,2024-02-29,4.74
5910,Krishna Khan,Delhi,2024-11-13,4.73
5911,Kabir Joshi,Mumbai,2024-07-25,3.98
5912,Ishaan Verma,Bangalore,2024-06-18,4.87
5913,Kabir Joshi,Bangalore,2024-07-09,4.55
5914,Ishaan Khan,Delhi,2024-01-11,4.36
5915,Reyansh Joshi,Hyderabad,2024-01-01,4.35
5916,Arjun Verma,Delhi,2024-01-26,4.28
5917,Reyansh Sharma,Hyderabad,2024-10-05,3.6
5918,Reyansh Verma,Hyderabad,2024-01-25,4.19
5919,Krishna Khan,Bangalore,2024-04-29,4.17
5920,Vivaan Nair,Bangalore,2024-01-23,3.72
5921,Vivaan Singh,Hyderabad,2024-07-31,4.5
5922,Arjun Joshi,Pune,2024-02-05,3.59
5923,Vihaan Sharma,Pune,2024-07-02,3.92
5924,Reyansh Joshi,Pune,2024-09-02,3.74
5925,Reyansh Khan,Bangalore,2024-11-09,3.95
5926,Aditya Verma,Kolkata,2024-09-12,4.81
5927,Ishaan Khan,Chennai,2024-01-05,3.78
5928,Arjun Reddy,Delhi,2024-03-13,3.95
5929,Aarav Khan,Mumbai,2024-01-03,4.18
5930,Arjun Patel,Chennai,2024-03-05,4.0
5931,Reyansh Joshi,Mumbai,2024-05-06,3.99
5932,Sai Gupta,Bangalore,2024-06-22,4.77
5933,Aarav Nair,Delhi,2024-10-26,4.75
5934,Reyansh Sharma,Delhi,2024-10-15,3.92
5935,Krishna Sharma,Delhi,2024-07-07,5.0
5936,Vihaan Reddy,Pune,2024-04-19,4.69
5937,Kabir Khan,Bangalore,2024-12-11,3.77
5938,Vivaan Verma,Chennai,2024-04-23,4.31
5939,Ishaan Nair,Delhi,2024-03-12,3.57
5940,Aditya Joshi,Hyderabad,2024-01-11,4.09
5941,Kabir Joshi,Mumbai,2024-12-19,4.16
5942,Krishna Khan,Delhi,2024-02-20,4.4
5943,Aarav Khan,Mumbai,2024-03-08,4.11
5944,Aditya Patel,Bangalore,2024-10-04,4.53
5945,Aditya Nair,Hyderabad,2024-10-29,4.41
5946,Aarav Nair,Delhi,2024-08-31,4.98
5947,Aarav Singh,Mumbai,2024-06-30,4.76
5948,Aditya Yadav,Mumbai,2024-10-27,3.95
5949,Aarav Reddy,Delhi,2024-07-02,3.57
5950,Kabir Sharma,Mumbai,2024-02-18,4.36
5951,Vihaan Singh,Bangalore,2024-11-25,4.43
5952,Kabir Gupta,Mumbai,2024-09-07,4.41
5953,Aarav Sharma,Delhi,2024-01-02,4.56
5954,Sai Nair,Mumbai,2024-11-27,4.07
5955,Sai Nair,Chennai,2024-04-04,4.58
5956,Krishna Patel,Pune,2024-05-23,4.61
5957,Kabir Khan,Mumbai,2024-06-30,4.59
5958,Kabir Reddy,Delhi,2024-10-23,3.5
5959,Vihaan Reddy,Chennai,2024-06-25,3.85
5960,Krishna Gupta,Kolkata,2024-07-16,4.3
5961,Arjun Verma,Hyderabad,2024-02-08,3.93
5962,Vihaan Gupta,Mumbai,2024-05-27,4.67
5963,Kabir Khan,Kolkata,2024-03-01,4.03
5964,Kabir Patel,Mumbai,2024-12-12,4.51
5965,Reyansh Nair,Chennai,2024-09-12,4.14
5966,Sai Reddy,Chennai,2024-01-30,4.21
5967,Vivaan Reddy,Mumbai,2024-08-02,4.68
5968,Ishaan Patel,Kolkata,2024-03-22,4.55
5969,Krishna Yadav,Mumbai,2024-06-13,4.11
5970,Kabir Sharma,Delhi,2024-02-07,3.7
5971,Vivaan Nair,Hyderabad,2024-02-05,4.44
5972,Krishna Sharma,Hyderabad,2024-12-14,4.44
5973,Reyansh Singh,Bangalore,2024-09-01,3.87
5974,Vihaan Gupta,Mumbai,2024-03-18,4.31
5975,Aditya Patel,Kolkata,2024-10-26,3.71
5976,Ishaan Khan,Chennai,2024-11-21,4.27
5977,Vihaan Gupta,Mumbai,2024-07-31,3.62
5978,Kabir Khan,Delhi,2024-03-18,3.53
5979,Vihaan Gupta,Kolkata,2024-01-15,4.0
5980,Kabir Yadav,Pune,2024-05-05,4.86
5981,Vihaan Patel,Delhi,2024-03-17,3.71
5982,Sai Joshi,Chennai,2024-08-11,4.44
5983,Reyansh Joshi,Delhi,2024-07-13,3.69
5984,Ishaan Khan,Mumbai,2024-09-02,4.24
5985,Vihaan Gupta,Hyderabad,2024-10-10,4.01
5986,Sai Singh,Pune,2024-02-06,3.71
5987,Vivaan Khan,Chennai,2024-02-18,4.81
5988,Sai Reddy,Chennai,2024-07-17,4.14
5989,Aditya Nair,Hyderabad,2024-05-29,4.8
5990,Sai Patel,Kolkata,2024-04-22,3.72
5991,Arjun Verma,Bangalore,2024-04-03,3.83
5992,Krishna Verma,Chennai,2024-05-07,4.09
5993,Kabir Gupta,Hyderabad,2024-07-16,3.89
5994,Ishaan Khan,Pune,2024-08-13,4.14
5995,Arjun Joshi,Bangalore,2024-03-25,4.56
5996,Aarav Khan,Hyderabad,2024-03-02,4.44
5997,Aarav Nair,Pune,2024-06-10,3.69
5998,Reyansh Verma,Hyderabad,2024-10-17,4.3
5999,Vivaan Reddy,Kolkata,2024-06-19,4.51
6000,Aditya Gupta,Hyderabad,2024-08-03,4.57
6001,Kabir Singh,Chennai,2024-04-01,3.98
6002,Kabir Gupta,Pune,2024-01-12,4.67
6003,Arjun Reddy,Mumbai,2024-05-11,3.7
6004,Arjun Nair,Kolkata,2024-02-26,4.67
6005,Aarav Reddy,Delhi,2024-07-09,4.68
6006,Krishna Gupta,Pune,2024-05-29,4.98
6007,Aarav Khan,Bangalore,2024-12-19,4.96
6008,Krishna Reddy,Bangalore,2024-10-17,3.67
6009,Arjun Sharma,Hyderabad,2024-09-23,3.54
6010,Kabir Yadav,Delhi,2024-04-27,3.64
6011,Ishaan Reddy,Kolkata,2024-08-19,3.86
6012,Aditya Sharma,Pune,2024-08-15,4.55
6013,Sai Patel,Chennai,2024-05-18,4.88
6014,Reyansh Gupta,Mumbai,2024-09-06,4.09
6015,Vihaan Reddy,Kolkata,2024-07-27,4.79
6016,Reyansh Singh,Mumbai,2024-09-23,3.67
6017,Aditya Sharma,Kolkata,2024-03-11,4.92
6018,Ishaan Khan,Pune,2024-01-26,4.88
6019,Reyansh Khan,Kolkata,2024-03-05,4.95
6020,Vihaan Singh,Kolkata,2024-10-05,3.82
6021,Kabir Nair,Mumbai,2024-08-19,4.92
6022,Aditya Yadav,Pune,2024-09-17,4.11
6023,Vivaan Singh,Hyderabad,2024-11-22,3.51
6024,Arjun Joshi,Bangalore,2024-06-20,4.84
6025,Aditya Sharma,Pune,2024-11-02,4.98
6026,Arjun Joshi,Chennai,2024-08-02,4.75
6027,Vihaan Reddy,Bangalore,2024-02-28,4.43
6028,Kabir Singh,Bangalore,2024-02-17,3.57
6029,Aarav Patel,Mumbai,2024-11-30,4.85
6030,Reyansh Patel,Hyderabad,2024-05-29,4.02
6031,Aarav Yadav,Mumbai,2024-09-28,3.83
6032,Ishaan Joshi,Chennai,2024-09-25,4.64
6033,Arjun Khan,Chennai,2024-01-19,3.6
6034,Aarav Khan,Delhi,2024-05-24,3.6
6035,Reyansh Yadav,Bangalore,2024-07-26,3.61
6036,Sai Singh,Pune,2024-04-19,4.45
6037,Arjun Yadav,Chennai,2024-02-22,3.83
6038,Krishna Verma,Bangalore,2024-06-07,4.26
6039,Aarav Joshi,Chennai,2024-04-10,3.52
6040,Ishaan Verma,Hyderabad,2024-07-25,3.92
6041,Krishna Gupta,Pune,2024-02-26,3.89
6042,Kabir Sharma,Delhi,2024-02-16,4.83
6043,Vivaan Nair,Pune,2024-12-02,4.29
6044,Vihaan Gupta,Chennai,2024-10-13,3.65
6045,Vivaan Verma,Pune,2024-02-17,4.89
6046,Ishaan Nair,Mumbai,2024-08-05,3.63
6047,Krishna Nair,Hyderabad,2024-10-19,4.03
6048,Ishaan Singh,Chennai,2024-12-30,3.8
6049,Vivaan Gupta,Kolkata,2024-07-30,3.56
6050,Aarav Verma,Pune,2024-06-13,3.81
6051,Arjun Verma,Chennai,2024-04-07,4.31
6052,Sai Nair,Bangalore,2024-10-28,4.16
6053,Ishaan Verma,Delhi,2024-03-17,4.05
6054,Vihaan Joshi,Chennai,2024-05-02,4.39
6055,Aditya Khan,Delhi,2024-09-17,4.08
6056,Aditya Patel,Hyderabad,2024-12-03,4.86
6057,Krishna Verma,Pune,2024-12-24,3.56
6058,Sai Yadav,Kolkata,2024-12-14,3.9
6059,Reyansh Yadav,Hyderabad,2024-08-05,4.41
6060,Aarav Singh,Mumbai,2024-04-16,3.73
6061,Sai Singh,Delhi,2024-09-20,4.85
6062,Aditya Gupta,Kolkata,2024-08-24,4.08
6063,Ishaan Singh,Bangalore,2024-10-30,3.97
6064,Sai Sharma,Delhi,2024-11-22,3.98
6065,Sai Khan,Hyderabad,2024-09-22,3.66
6066,Aarav Yadav,Hyderabad,2024-05-02,4.73
6067,Ishaan Joshi,Hyderabad,2024-01-04,3.69
6068,Krishna Singh,Pune,2024-01-05,4.8
6069,Krishna Gupta,Hyderabad,2024-03-26,4.18
6070,Vivaan Yadav,Bangalore,2024-02-29,3.71
6071,Krishna Yadav,Hyderabad,2024-03-06,3.8
6072,Aarav Sharma,Hyderabad,2024-11-04,4.86
6073,Vivaan Sharma,Kolkata,2024-03-15,3.71
6074,Aditya Singh,Bangalore,2024-05-22,4.51
6075,Vihaan Sharma,Bangalore,2024-09-07,4.61
6076,Krishna Gupta,Mumbai,2024-09-04,4.64
6077,Reyansh Patel,Chennai,2024-12-30,4.37
6078,Krishna Patel,Hyderabad,2024-11-19,4.05
6079,Reyansh Verma,Kolkata,2024-11-08,4.1
6080,Reyansh Khan,Mumbai,2024-08-21,4.41
6081,Reyansh Yadav,Kolkata,2024-12-14,3.85
6082,Arjun Sharma,Mumbai,2024-05-27,4.42
6083,Aditya Reddy,Kolkata,2024-07-06,4.76
6084,Reyansh Verma,Delhi,2024-03-11,4.67
6085,Vihaan Reddy,Delhi,2024-11-15,4.76
6086,Vivaan Khan,Delhi,2024-10-23,4.98
6087,Aarav Gupta,Mumbai,2024-12-26,4.04
6088,Krishna Singh,Hyderabad,2024-05-25,3.58
6089,Sai Gupta,Kolkata,2024-02-28,4.46
6090,Vivaan Verma,Mumbai,2024-02-28,4.62
6091,Aarav Patel,Hyderabad,2024-02-19,4.56
6092,Reyansh Sharma,Mumbai,2024-03-18,4.26
6093,Reyansh Verma,Pune,2024-03-09,4.36
6094,Arjun Gupta,Bangalore,2024-04-16,4.4
6095,Vihaan Singh,Bangalore,2024-10-11,3.93
6096,Vihaan Verma,Hyderabad,2024-09-13,4.84
6097,Aditya Patel,Bangalore,2024-11-03,4.36
6098,Kabir Patel,Kolkata,2024-08-29,3.88
6099,Ishaan Nair,Chennai,2024-05-04,4.08
6100,Vihaan Reddy,Mumbai,2024-05-25,4.81
6101,Krishna Reddy,Kolkata,2024-02-16,4.49
6102,Sai Reddy,Kolkata,2024-08-04,4.28
6103,Reyansh Yadav,Bangalore,2024-06-07,3.9
6104,Aditya Gupta,Chennai,2024-10-30,3.69
6105,Aarav Sharma,Chennai,2024-01-02,4.82
6106,Aditya Sharma,Pune,2024-12-11,4.09
6107,Vivaan Khan,Chennai,2024-01-26,4.62
6108,Sai Patel,Pune,2024-01-09,3.54
6109,Arjun Singh,Kolkata,2024-06-22,3.71
6110,Reyansh Singh,Chennai,2024-02-28,3.59
6111,Vihaan Singh,Bangalore,2024-11-26,4.85
6112,Vihaan Nair,Pune,2024-12-01,4.57
6113,Aarav Patel,Mumbai,2024-04-12,3.59
6114,Kabir Sharma,Pune,2024-01-20,4.73
6115,Vihaan Patel,Pune,2024-10-28,4.17
6116,Aarav Khan,Kolkata,2024-02-28,4.74
6117,Aditya Yadav,Chennai,2024-01-23,4.97
6118,Sai Khan,Mumbai,2024-04-28,4.0
6119,Aditya Joshi,Chennai,2024-11-03,3.58
6120,Aarav Khan,Chennai,2024-04-27,3.83
6121,Reyansh Nair,Mumbai,2024-08-15,3.86
6122,Reyansh Reddy,Pune,2024-08-01,4.87
6123,Ishaan Patel,Delhi,2024-01-13,4.98
6124,Reyansh Yadav,Mumbai,2024-12-11,4.02
6125,Arjun Gupta,Chennai,2024-10-19,4.97
6126,Aarav Verma,Chennai,2024-08-22,3.83
6127,Aarav Verma,Chennai,2024-02-15,4.32
6128,Vihaan Sharma,Kolkata,2024-04-18,4.42
6129,Vihaan Joshi,Hyderabad,2024-09-11,4.43
6130,Aditya Patel,Pune,2024-05-28,4.38
6131,Arjun Reddy,Chennai,2024-03-04,4.13
6132,Krishna Nair,Chennai,2024-04-29,4.8
6133,Aarav Patel,Hyderabad,2024-11-27,4.72
6134,Krishna Patel,Pune,2024-08-06,4.24
6135,Aditya Yadav,Pune,2024-07-22,4.72
6136,Reyansh Singh,Hyderabad,2024-04-20,4.32
6137,Sai Sharma,Mumbai,2024-12-06,4.59
6138,Aditya Gupta,Hyderabad,2024-07-22,3.76
6139,Aditya Nair,Hyderabad,2024-03-22,4.15
6140,Ishaan Sharma,Pune,2024-09-20,4.55
6141,Krishna Nair,Mumbai,2024-04-09,4.92
6142,Aditya Reddy,Pune,2024-06-15,4.88
6143,Ishaan Joshi,Mumbai,2024-11-04,4.2
6144,Kabir Singh,Kolkata,2024-10-24,3.98
6145,Vivaan Reddy,Bangalore,2024-10-01,4.01
6146,Krishna Gupta,Delhi,2024-09-01,4.15
6147,Krishna Nair,Bangalore,2024-11-04,3.54
6148,Ishaan Verma,Chennai,2024-04-06,4.3
6149,Aarav Patel,Chennai,2024-06-11,4.91
6150,Vivaan Gupta,Mumbai,2024-05-28,4.84
6151,Sai Gupta,Pune,2024-07-17,4.37
6152,Vivaan Reddy,Pune,2024-10-19,4.94
6153,Reyansh Verma,Kolkata,2024-06-29,3.64
6154,Krishna Patel,Chennai,2024-09-29,3.67
6155,Ishaan Nair,Mumbai,2024-06-06,3.58
6156,Sai Sharma,Mumbai,2024-11-29,4.58
6157,Arjun Khan,Pune,2024-04-04,4.56
6158,Ishaan Gupta,Pune,2024-04-02,4.75
6159,Sai Gupta,Mumbai,2024-09-08,4.44
6160,Aarav Reddy,Pune,2024-11-24,3.79
6161,Vivaan Reddy,Bangalore,2024-03-04,4.45
6162,Ishaan Nair,Kolkata,2024-02-02,4.44
6163,Arjun Reddy,Pune,2024-09-09,4.63
6164,Reyansh Joshi,Bangalore,2024-01-12,3.72
6165,Aditya Singh,Kolkata,2024-04-02,3.78
6166,Vihaan Patel,Chennai,2024-11-05,4.34
6167,Aditya Sharma,Mumbai,2024-07-15,4.67
6168,Vihaan Sharma,Delhi,2024-09-12,4.72
6169,Reyansh Nair,Delhi,2024-03-29,3.89
6170,Krishna Verma,Delhi,2024-10-20,4.2
6171,Arjun Sharma,Chennai,2024-11-21,4.71
6172,Vivaan Khan,Bangalore,2024-09-10,4.09
6173,Kabir Verma,Hyderabad,2024-12-05,4.52
6174,Arjun Sharma,Chennai,2024-09-10,4.07
6175,Vihaan Verma,Chennai,2024-09-09,3.96
6176,Vihaan Khan,Bangalore,2024-07-09,4.59
6177,Reyansh Nair,Pune,2024-05-23,4.96
6178,Reyansh Verma,Kolkata,2024-12-05,4.27
6179,Arjun Yadav,Delhi,2024-12-07,4.68
6180,Vihaan Verma,Chennai,2024-10-14,4.32
6181,Aditya Nair,Kolkata,2024-08-07,4.24
6182,Reyansh Khan,Pune,2024-08-10,3.97
6183,Aarav Gupta,Hyderabad,2024-03-19,4.05
6184,Aarav Yadav,Pune,2024-08-29,3.94
6185,Reyansh Joshi,Pune,2024-03-22,3.83
6186,Arjun Khan,Delhi,2024-11-28,4.81
6187,Kabir Verma,Kolkata,2024-08-08,4.3
6188,Aarav Khan,Bangalore,2024-07-01,4.7
6189,Aarav Joshi,Delhi,2024-07-03,4.3
6190,Krishna Reddy,Chennai,2024-07-24,4.73
6191,Krishna Singh,Bangalore,2024-01-27,3.76
6192,Vihaan Joshi,Mumbai,2024-11-04,4.55
6193,Vihaan Gupta,Delhi,2024-08-16,4.77
6194,Sai Khan,Chennai,2024-10-29,4.68
6195,Aarav Singh,Pune,2024-06-25,4.89
6196,Reyansh Reddy,Bangalore,2024-02-02,4.34
6197,Vivaan Verma,Mumbai,2024-06-28,4.51
6198,Aarav Khan,Bangalore,2024-12-18,3.53
6199,Ishaan Patel,Bangalore,2024-04-04,3.81
6200,Vivaan Reddy,Hyderabad,2024-04-26,4.39
6201,Vihaan Singh,Kolkata,2024-12-16,4.24
6202,Vihaan Patel,Kolkata,2024-06-18,4.58
6203,Vivaan Reddy,Delhi,2024-02-21,4.49
6204,Aarav Khan,Kolkata,2024-10-21,3.75
6205,Aditya Gupta,Kolkata,2024-07-02,3.9
6206,Reyansh Nair,Delhi,2024-10-09,4.71
6207,Vivaan Sharma,Pune,2024-06-25,4.05
6208,Ishaan Singh,Pune,2024-04-24,4.57
6209,Sai Khan,Bangalore,2024-06-28,4.93
6210,Reyansh Sharma,Kolkata,2024-05-12,4.41
6211,Vivaan Joshi,Delhi,2024-11-16,3.99
6212,Krishna Khan,Bangalore,2024-02-10,4.74
6213,Vihaan Gupta,Chennai,2024-06-09,3.55
6214,Aditya Gupta,Delhi,2024-08-01,4.32
6215,Reyansh Gupta,Delhi,2024-02-25,3.87
6216,Reyansh Patel,Kolkata,2024-05-08,3.71
6217,Sai Gupta,Bangalore,2024-02-14,4.94
6218,Reyansh Khan,Mumbai,2024-03-26,3.76
6219,Aarav Yadav,Bangalore,2024-08-05,4.29
6220,Krishna Nair,Delhi,2024-09-18,3.52
6221,Aarav Nair,Pune,2024-11-14,3.85
6222,Reyansh Singh,Mumbai,2024-11-04,4.69
6223,Kabir Joshi,Bangalore,2024-04-30,4.92
6224,Krishna Sharma,Bangalore,2024-08-11,4.0
6225,Sai Joshi,Kolkata,2024-12-30,4.39
6226,Aditya Nair,Hyderabad,2024-03-14,3.84
6227,Aditya Singh,Bangalore,2024-02-21,4.67
6228,Ishaan Yadav,Mumbai,2024-09-28,3.96
6229,Vivaan Khan,Chennai,2024-06-25,3.73
6230,Sai Joshi,Kolkata,2024-03-15,3.86
6231,Sai Sharma,Kolkata,2024-06-01,4.52
6232,Aditya Singh,Mumbai,2024-10-10,3.87
6233,Krishna Verma,Kolkata,2024-03-08,4.06
6234,Krishna Reddy,Pune,2024-07-12,4.41
6235,Sai Khan,Pune,2024-02-26,3.54
6236,Arjun Singh,Mumbai,2024-05-26,4.28
6237,Vihaan Khan,Delhi,2024-12-28,4.15
6238,Sai Singh,Kolkata,2024-11-10,3.63
6239,Aditya Joshi,Hyderabad,2024-01-20,4.23
6240,Vivaan Verma,Mumbai,2024-12-13,4.11
6241,Kabir Patel,Chennai,2024-12-15,4.9
6242,Aditya Nair,Kolkata,2024-11-05,4.94
6243,Krishna Singh,Kolkata,2024-02-02,3.74
6244,Reyansh Reddy,Chennai,2024-02-27,4.42
6245,Ishaan Gupta,Delhi,2024-01-28,4.73
6246,Aditya Patel,Pune,2024-03-20,4.32
6247,Kabir Patel,Kolkata,2024-07-22,3.98
6248,Krishna Nair,Kolkata,2024-04-21,4.23
6249,Sai Reddy,Pune,2024-01-14,4.27
6250,Krishna Sharma,Hyderabad,2024-08-19,4.47
6251,Kabir Joshi,Kolkata,2024-06-26,4.59
6252,Vihaan Sharma,Bangalore,2024-07-10,3.91
6253,Aarav Reddy,Mumbai,2024-01-27,3.7
6254,Reyansh Yadav,Delhi,2024-11-26,4.34
6255,Kabir Sharma,Delhi,2024-10-11,4.62
6256,Sai Sharma,Delhi,2024-06-07,4.39
6257,Reyansh Gupta,Kolkata,2024-09-14,4.09
6258,Aarav Khan,Mumbai,2024-05-01,4.41
6259,Arjun Nair,Chennai,2024-04-15,4.53
6260,Sai Khan,Chennai,2024-12-13,3.6
6261,Aditya Singh,Kolkata,2024-12-30,4.14
6262,Vivaan Sharma,Mumbai,2024-09-15,4.83
6263,Aditya Gupta,Delhi,2024-10-08,3.61
6264,Vivaan Singh,Delhi,2024-06-09,3.92
6265,Vivaan Yadav,Bangalore,2024-01-31,3.74
6266,Vivaan Singh,Pune,2024-01-02,4.49
6267,Sai Singh,Delhi,2024-03-27,3.55
6268,Vihaan Patel,Kolkata,2024-10-08,4.51
6269,Vivaan Nair,Delhi,2024-09-24,4.12
6270,Vihaan Yadav,Pune,2024-01-05,4.52
6271,Vivaan Gupta,Delhi,2024-12-14,4.61
6272,Aarav Gupta,Chennai,2024-11-03,4.27
6273,Arjun Gupta,Hyderabad,2024-12-27,4.22
6274,Aarav Sharma,Bangalore,2024-01-24,3.69
6275,Vivaan Sharma,Hyderabad,2024-05-11,4.87
6276,Vivaan Nair,Delhi,2024-08-21,3.9
6277,Aarav Yadav,Kolkata,2024-07-05,4.41
6278,Aditya Singh,Hyderabad,2024-02-23,3.51
6279,Vivaan Patel,Kolkata,2024-07-09,4.38
6280,Kabir Khan,Kolkata,2024-02-11,4.46
6281,Arjun Verma,Hyderabad,2024-07-04,4.41
6282,Kabir Nair,Bangalore,2024-03-13,4.01
6283,Kabir Reddy,Hyderabad,2024-02-28,4.14
6284,Vihaan Gupta,Hyderabad,2024-02-10,4.6
6285,Ishaan Yadav,Hyderabad,2024-02-29,4.63
6286,Vihaan Joshi,Bangalore,2024-08-05,4.1
6287,Reyansh Nair,Kolkata,2024-03-09,4.16
6288,Aarav Verma,Bangalore,2024-04-22,4.24
6289,Vivaan Singh,Pune,2024-08-22,4.77
6290,Krishna Khan,Kolkata,2024-09-25,4.99
6291,Aditya Singh,Chennai,2024-03-25,4.48
6292,Reyansh Patel,Bangalore,2024-05-27,3.95
6293,Reyansh Reddy,Hyderabad,2024-07-19,4.14
6294,Aarav Khan,Chennai,2024-04-21,3.67
6295,Reyansh Patel,Chennai,2024-08-22,3.95
6296,Vivaan Verma,Delhi,2024-11-16,3.94
6297,Vivaan Joshi,Hyderabad,2024-04-26,4.99
6298,Vihaan Nair,Bangalore,2024-08-03,4.22
6299,Reyansh Verma,Hyderabad,2024-05-08,4.31
6300,Reyansh Joshi,Pune,2024-10-16,4.85
6301,Vihaan Nair,Pune,2024-01-12,4.34
6302,Aarav Sharma,Bangalore,2024-04-28,4.31
6303,Kabir Singh,Hyderabad,2024-09-06,4.59
6304,Vivaan Verma,Pune,2024-12-19,4.96
6305,Kabir Patel,Chennai,2024-03-15,4.47
6306,Aarav Nair,Bangalore,2024-09-04,4.4
6307,Vivaan Sharma,Bangalore,2024-05-23,3.57
6308,Aditya Joshi,Mumbai,2024-12-17,3.62
6309,Aditya Reddy,Pune,2024-08-19,3.74
6310,Vivaan Yadav,Delhi,2024-09-02,3.53
6311,Vivaan Gupta,Chennai,2024-10-01,4.38
6312,Aarav Gupta,Bangalore,2024-07-24,4.52
6313,Kabir Yadav,Chennai,2024-09-26,3.88
6314,Krishna Khan,Pune,2024-10-22,4.42
6315,Kabir Sharma,Bangalore,2024-11-15,3.74
6316,Vivaan Gupta,Mumbai,2024-03-10,3.67
6317,Reyansh Verma,Hyderabad,2024-10-06,4.03
6318,Ishaan Joshi,Pune,2024-02-18,4.49
6319,Reyansh Patel,Hyderabad,2024-01-05,3.82
6320,Sai Nair,Kolkata,2024-12-16,3.86
6321,Vihaan Patel,Delhi,2024-07-27,4.39
6322,Sai Gupta,Kolkata,2024-07-06,3.77
6323,Vivaan Nair,Pune,2024-07-31,3.96
6324,Vihaan Gupta,Pune,2024-07-29,4.26
6325,Kabir Singh,Pune,2024-02-15,4.78
6326,Kabir Joshi,Pune,2024-12-29,3.58
6327,Aditya Sharma,Mumbai,2024-09-28,4.65
6328,Aarav Gupta,Mumbai,2024-11-25,4.14
6329,Sai Singh,Kolkata,2024-09-09,4.52
6330,Vivaan Nair,Delhi,2024-03-28,4.7
6331,Vihaan Nair,Mumbai,2024-12-19,4.7
6332,Vivaan Gupta,Pune,2024-05-03,4.79
6333,Arjun Joshi,Mumbai,2024-06-17,4.63
6334,Arjun Joshi,Kolkata,2024-01-24,3.58
6335,Aditya Joshi,Bangalore,2024-08-31,4.62
6336,Ishaan Verma,Pune,2024-07-09,3.84
6337,Reyansh Singh,Chennai,2024-12-21,4.4
6338,Ishaan Patel,Delhi,2024-10-27,4.22
6339,Vihaan Joshi,Chennai,2024-05-22,3.73
6340,Sai Patel,Hyderabad,2024-06-13,4.71
6341,Kabir Reddy,Bangalore,2024-02-05,4.34
6342,Arjun Gupta,Kolkata,2024-02-04,4.13
